Time, Quadrant Number, Ball Colour, Type
81.20, 2, red, Exit
81.20, 1, red, Exit
81.20, 2, red, Exit
81.20, 4, blue, Exit
81.20, 2, blue, Exit
81.23, 3, red, Exit
81.23, 4, red, Exit
81.23, 3, red, Exit
81.23, 2, red, Exit
81.23, 1, red, Exit
81.23, 4, blue, Exit
81.23, 2, blue, Exit
81.27, 3, red, Exit
81.27, 4, red, Exit
81.27, 3, red, Exit
81.27, 2, red, Exit
81.27, 1, red, Exit
81.27, 4, blue, Exit
81.27, 2, blue, Exit
81.30, 3, red, Exit
81.30, 2, red, Exit
81.30, 1, red, Exit
81.30, 4, blue, Exit
81.30, 2, blue, Exit
81.33, 3, red, Exit
81.33, 4, red, Exit
81.33, 3, red, Exit
81.33, 2, red, Exit
81.33, 1, red, Exit
81.33, 2, red, Exit
81.33, 4, blue, Exit
81.33, 2, blue, Exit
81.37, 3, red, Exit
81.37, 4, red, Exit
81.37, 3, red, Exit
81.37, 2, red, Exit
81.37, 1, red, Exit
81.37, 2, red, Exit
81.37, 4, blue, Exit
81.37, 2, blue, Exit
81.40, 3, red, Exit
81.40, 4, red, Exit
81.40, 3, red, Exit
81.40, 1, red, Exit
81.40, 2, red, Exit
81.40, 1, red, Exit
81.40, 4, blue, Exit
81.40, 2, blue, Exit
81.43, 3, red, Exit
81.43, 4, red, Exit
81.43, 3, red, Exit
81.43, 1, red, Exit
81.43, 2, red, Exit
81.43, 1, red, Exit
81.43, 4, blue, Exit
81.43, 2, blue, Exit
81.47, 3, red, Exit
81.47, 1, red, Exit
81.47, 2, red, Exit
81.47, 1, red, Exit
81.47, 4, blue, Exit
81.47, 2, blue, Exit
81.50, 3, red, Exit
81.50, 1, red, Exit
81.50, 2, red, Exit
81.50, 1, red, Exit
81.50, 2, red, Exit
81.50, 4, blue, Exit
81.50, 2, blue, Exit
81.53, 3, red, Exit
81.53, 4, red, Exit
81.53, 3, red, Exit
81.53, 1, red, Exit
81.53, 2, red, Exit
81.53, 1, red, Exit
81.53, 4, blue, Exit
81.53, 2, blue, Exit
81.57, 3, red, Exit
81.57, 1, red, Exit
81.57, 2, red, Exit
81.57, 4, blue, Exit
81.57, 2, blue, Exit
81.60, 3, red, Exit
81.60, 2, red, Exit
81.60, 4, blue, Exit
81.60, 2, blue, Exit
81.63, 3, red, Exit
81.63, 2, red, Exit
81.63, 1, red, Exit
81.63, 2, red, Exit
81.63, 4, blue, Exit
81.63, 2, blue, Exit
81.67, 3, red, Exit
81.67, 4, red, Exit
81.67, 3, red, Exit
81.67, 2, red, Exit
81.67, 1, red, Exit
81.67, 2, red, Exit
81.67, 4, blue, Exit
81.67, 2, blue, Exit
81.70, 3, red, Exit
81.70, 1, red, Exit
81.70, 2, red, Exit
81.70, 4, blue, Exit
81.70, 2, blue, Exit
81.73, 3, red, Exit
81.73, 2, red, Exit
81.73, 1, red, Exit
81.73, 4, blue, Exit
81.73, 2, blue, Exit
81.77, 3, red, Exit
81.77, 4, red, Exit
81.77, 3, red, Exit
81.77, 2, red, Exit
81.77, 1, red, Exit
81.77, 4, blue, Exit
81.77, 2, blue, Exit
81.80, 3, red, Exit
81.80, 4, red, Exit
81.80, 3, red, Exit
81.80, 2, red, Exit
81.80, 1, red, Exit
81.80, 2, red, Exit
81.80, 4, blue, Exit
81.80, 2, blue, Exit
81.83, 3, red, Exit
81.83, 4, red, Exit
81.83, 3, red, Exit
81.83, 2, red, Exit
81.83, 4, blue, Exit
81.83, 2, blue, Exit
81.87, 3, red, Exit
81.87, 4, red, Exit
81.87, 3, red, Exit
81.87, 2, red, Exit
81.87, 4, blue, Exit
81.87, 2, blue, Exit
81.90, 3, red, Exit
81.90, 4, red, Exit
81.90, 3, red, Exit
81.90, 2, red, Exit
81.90, 4, blue, Exit
81.90, 2, blue, Exit
81.93, 3, red, Exit
81.93, 4, red, Exit
81.93, 3, red, Exit
81.93, 2, red, Exit
81.93, 1, red, Exit
81.93, 2, red, Exit
81.93, 4, blue, Exit
81.93, 2, blue, Exit
81.97, 3, red, Exit
81.97, 4, red, Exit
81.97, 3, red, Exit
81.97, 2, red, Exit
81.97, 1, red, Exit
81.97, 4, blue, Exit
81.97, 2, blue, Exit
82.00, 3, red, Exit
82.00, 4, red, Exit
82.00, 3, red, Exit
82.00, 2, red, Exit
82.00, 1, red, Exit
82.00, 2, red, Exit
82.00, 4, blue, Exit
82.00, 2, blue, Exit
82.03, 3, red, Exit
82.03, 4, red, Exit
82.03, 3, red, Exit
82.03, 2, red, Exit
82.03, 1, red, Exit
82.03, 4, blue, Exit
82.03, 2, blue, Exit
82.07, 3, red, Exit
82.07, 2, red, Exit
82.07, 1, red, Exit
82.07, 2, red, Exit
82.07, 4, blue, Exit
82.07, 2, blue, Exit
82.10, 3, red, Exit
82.10, 4, red, Exit
82.10, 3, red, Exit
82.10, 1, red, Exit
82.10, 2, red, Exit
82.10, 1, red, Exit
82.10, 2, red, Exit
82.10, 4, blue, Exit
82.10, 2, blue, Exit
82.13, 3, red, Exit
82.13, 2, red, Exit
82.13, 1, red, Exit
82.13, 2, red, Exit
82.13, 4, blue, Exit
82.13, 2, blue, Exit
82.17, 3, red, Exit
82.17, 2, red, Exit
82.17, 1, red, Exit
82.17, 2, red, Exit
82.17, 4, blue, Exit
82.17, 2, blue, Exit
82.20, 3, red, Exit
82.20, 2, red, Exit
82.20, 1, red, Exit
82.20, 4, blue, Exit
82.20, 2, blue, Exit
82.23, 3, red, Exit
82.23, 4, red, Exit
82.23, 3, red, Exit
82.23, 1, red, Exit
82.23, 2, red, Exit
82.23, 1, red, Exit
82.23, 2, red, Exit
82.23, 4, blue, Exit
82.23, 2, blue, Exit
82.27, 3, red, Exit
82.27, 2, red, Exit
82.27, 1, red, Exit
82.27, 2, red, Exit
82.27, 4, blue, Exit
82.27, 2, blue, Exit
82.30, 3, red, Exit
82.30, 2, red, Exit
82.30, 1, red, Exit
82.30, 2, red, Exit
82.30, 4, blue, Exit
82.30, 2, blue, Exit
82.33, 3, red, Exit
82.33, 4, red, Exit
82.33, 3, red, Exit
82.33, 2, red, Exit
82.33, 1, red, Exit
82.33, 2, red, Exit
82.33, 4, blue, Exit
82.33, 2, blue, Exit
82.37, 3, red, Exit
82.37, 4, red, Exit
82.37, 3, red, Exit
82.37, 2, red, Exit
82.37, 1, red, Exit
82.37, 4, blue, Exit
82.37, 2, blue, Exit
82.40, 3, red, Exit
82.40, 4, red, Exit
82.40, 3, red, Exit
82.40, 2, red, Exit
82.40, 1, red, Exit
82.40, 2, red, Exit
82.40, 4, blue, Exit
82.40, 2, blue, Exit
82.43, 3, red, Exit
82.43, 4, red, Exit
82.43, 3, red, Exit
82.43, 4, red, Exit
82.43, 3, red, Exit
82.43, 2, red, Exit
82.43, 1, red, Exit
82.43, 2, red, Exit
82.43, 4, blue, Exit
82.43, 2, blue, Exit
82.47, 3, red, Exit
82.47, 4, red, Exit
82.47, 3, red, Exit
82.47, 2, red, Exit
82.47, 1, red, Exit
82.47, 2, red, Exit
82.47, 4, blue, Exit
82.47, 2, blue, Exit
82.50, 3, red, Exit
82.50, 4, red, Exit
82.50, 3, red, Exit
82.50, 2, red, Exit
82.50, 1, red, Exit
82.50, 2, red, Exit
82.50, 4, blue, Exit
82.50, 2, blue, Exit
82.53, 3, red, Exit
82.53, 2, red, Exit
82.53, 4, blue, Exit
82.53, 2, blue, Exit
82.57, 3, red, Exit
82.57, 4, red, Exit
82.57, 3, red, Exit
82.57, 2, red, Exit
82.57, 1, red, Exit
82.57, 4, blue, Exit
82.57, 2, blue, Exit
82.60, 3, red, Exit
82.60, 2, red, Exit
82.60, 1, red, Exit
82.60, 4, blue, Exit
82.60, 2, blue, Exit
82.63, 3, red, Exit
82.63, 4, red, Exit
82.63, 3, red, Exit
82.63, 2, red, Exit
82.63, 1, red, Exit
82.63, 4, blue, Exit
82.63, 2, blue, Exit
82.67, 3, red, Exit
82.67, 4, red, Exit
82.67, 3, red, Exit
82.67, 2, red, Exit
82.67, 1, red, Exit
82.67, 4, blue, Exit
82.67, 2, blue, Exit
82.70, 3, red, Exit
82.70, 4, red, Exit
82.70, 3, red, Exit
82.70, 2, red, Exit
82.70, 1, red, Exit
82.70, 4, blue, Exit
82.70, 2, blue, Exit
82.73, 3, red, Exit
82.73, 4, red, Exit
82.73, 3, red, Exit
82.73, 2, red, Exit
82.73, 4, blue, Exit
82.73, 2, blue, Exit
82.77, 3, red, Exit
82.77, 4, red, Exit
82.77, 3, red, Exit
82.77, 2, red, Exit
82.77, 1, red, Exit
82.77, 2, red, Exit
82.77, 4, blue, Exit
82.77, 2, blue, Exit
82.80, 3, red, Exit
82.80, 4, red, Exit
82.80, 3, red, Exit
82.80, 1, red, Exit
82.80, 2, red, Exit
82.80, 4, blue, Exit
82.80, 2, blue, Exit
82.83, 3, red, Exit
82.83, 4, red, Exit
82.83, 3, red, Exit
82.83, 2, red, Exit
82.83, 1, red, Exit
82.83, 2, red, Exit
82.83, 4, blue, Exit
82.83, 2, blue, Exit
82.87, 3, red, Exit
82.87, 2, red, Exit
82.87, 1, red, Exit
82.87, 4, blue, Exit
82.87, 2, blue, Exit
82.90, 3, red, Exit
82.90, 4, red, Exit
82.90, 3, red, Exit
82.90, 2, red, Exit
82.90, 4, blue, Exit
82.90, 2, blue, Exit
82.93, 3, red, Exit
82.93, 4, red, Exit
82.93, 3, red, Exit
82.93, 2, red, Exit
82.93, 4, blue, Exit
82.93, 2, blue, Exit
82.97, 3, red, Exit
82.97, 4, red, Exit
82.97, 3, red, Exit
82.97, 2, red, Exit
82.97, 4, blue, Exit
82.97, 2, blue, Exit
83.00, 3, red, Exit
83.00, 4, red, Exit
83.00, 3, red, Exit
83.00, 2, red, Exit
83.00, 4, blue, Exit
83.00, 2, blue, Exit
83.03, 4, red, Exit
83.03, 3, red, Exit
83.03, 1, red, Exit
83.03, 2, red, Exit
83.03, 1, red, Exit
83.03, 2, red, Exit
83.03, 4, blue, Exit
83.03, 2, blue, Exit
83.07, 3, red, Exit
83.07, 4, red, Exit
83.07, 3, red, Exit
83.07, 2, red, Exit
83.07, 4, blue, Exit
83.07, 2, blue, Exit
83.10, 3, red, Exit
83.10, 4, red, Exit
83.10, 3, red, Exit
83.10, 2, red, Exit
83.10, 1, red, Exit
83.10, 2, red, Exit
83.10, 4, blue, Exit
83.10, 2, blue, Exit
83.13, 3, red, Exit
83.13, 1, red, Exit
83.13, 2, red, Exit
83.13, 4, blue, Exit
83.13, 2, blue, Exit
83.17, 3, red, Exit
83.17, 4, red, Exit
83.17, 3, red, Exit
83.17, 1, red, Exit
83.17, 2, red, Exit
83.17, 4, blue, Exit
83.17, 2, blue, Exit
83.20, 3, red, Exit
83.20, 1, red, Exit
83.20, 2, red, Exit
83.20, 4, blue, Exit
83.20, 2, blue, Exit
83.23, 3, red, Exit
83.23, 2, red, Exit
83.23, 4, blue, Exit
83.23, 2, blue, Exit
83.27, 3, red, Exit
83.27, 2, red, Exit
83.27, 4, blue, Exit
83.27, 2, blue, Exit
83.30, 3, red, Exit
83.30, 2, red, Exit
83.30, 4, blue, Exit
83.30, 2, blue, Exit
83.33, 3, red, Exit
83.33, 4, red, Exit
83.33, 3, red, Exit
83.33, 2, red, Exit
83.33, 4, blue, Exit
83.33, 2, blue, Exit
83.37, 3, red, Exit
83.37, 2, red, Exit
83.37, 4, blue, Exit
83.37, 2, blue, Exit
83.40, 3, red, Exit
83.40, 2, red, Exit
83.40, 1, red, Exit
83.40, 2, red, Exit
83.40, 4, blue, Exit
83.40, 2, blue, Exit
83.43, 3, red, Exit
83.43, 2, red, Exit
83.43, 4, blue, Exit
83.43, 2, blue, Exit
83.47, 3, red, Exit
83.47, 4, red, Exit
83.47, 3, red, Exit
83.47, 2, red, Exit
83.47, 4, blue, Exit
83.47, 2, blue, Exit
83.50, 3, red, Exit
83.50, 4, red, Exit
83.50, 3, red, Exit
83.50, 2, red, Exit
83.50, 4, blue, Exit
83.50, 2, blue, Exit
83.53, 3, red, Exit
83.53, 2, red, Exit
83.53, 4, blue, Exit
83.53, 2, blue, Exit
83.57, 3, red, Exit
83.57, 4, red, Exit
83.57, 3, red, Exit
83.57, 2, red, Exit
83.57, 1, red, Exit
83.57, 4, blue, Exit
83.57, 2, blue, Exit
83.60, 3, red, Exit
83.60, 4, red, Exit
83.60, 3, red, Exit
83.60, 2, red, Exit
83.60, 4, blue, Exit
83.60, 2, blue, Exit
83.63, 3, red, Exit
83.63, 4, red, Exit
83.63, 3, red, Exit
83.63, 2, red, Exit
83.63, 4, blue, Exit
83.63, 2, blue, Exit
83.67, 3, red, Exit
83.67, 1, red, Exit
83.67, 2, red, Exit
83.67, 1, red, Exit
83.67, 4, blue, Exit
83.67, 2, blue, Exit
83.70, 3, red, Exit
83.70, 4, red, Exit
83.70, 3, red, Exit
83.70, 1, red, Exit
83.70, 2, red, Exit
83.70, 1, red, Exit
83.70, 4, blue, Exit
83.70, 2, blue, Exit
83.73, 3, red, Exit
83.73, 4, red, Exit
83.73, 3, red, Exit
83.73, 2, red, Exit
83.73, 4, blue, Exit
83.73, 2, blue, Exit
83.77, 3, red, Exit
83.77, 4, red, Exit
83.77, 3, red, Exit
83.77, 2, red, Exit
83.77, 1, red, Exit
83.77, 2, red, Exit
83.77, 4, blue, Exit
83.77, 2, blue, Exit
83.80, 3, red, Exit
83.80, 4, red, Exit
83.80, 3, red, Exit
83.80, 2, red, Exit
83.80, 4, blue, Exit
83.80, 2, blue, Exit
83.83, 3, red, Exit
83.83, 4, red, Exit
83.83, 3, red, Exit
83.83, 2, red, Exit
83.83, 1, red, Exit
83.83, 4, blue, Exit
83.83, 2, blue, Exit
83.87, 3, red, Exit
83.87, 1, red, Exit
83.87, 2, red, Exit
83.87, 1, red, Exit
83.87, 2, red, Exit
83.87, 4, blue, Exit
83.87, 2, blue, Exit
83.90, 3, red, Exit
83.90, 4, red, Exit
83.90, 3, red, Exit
83.90, 2, red, Exit
83.90, 4, blue, Exit
83.90, 2, blue, Exit
83.93, 3, red, Exit
83.93, 4, red, Exit
83.93, 3, red, Exit
83.93, 2, red, Exit
83.93, 1, red, Exit
83.93, 2, red, Exit
83.93, 4, blue, Exit
83.93, 2, blue, Exit
83.97, 3, red, Exit
83.97, 4, red, Exit
83.97, 3, red, Exit
83.97, 2, red, Exit
83.97, 1, red, Exit
83.97, 2, red, Exit
83.97, 4, blue, Exit
83.97, 2, blue, Exit
84.00, 3, red, Exit
84.00, 4, red, Exit
84.00, 3, red, Exit
84.00, 2, red, Exit
84.00, 4, blue, Exit
84.00, 2, blue, Exit
84.03, 3, red, Exit
84.03, 4, red, Exit
84.03, 3, red, Exit
84.03, 4, red, Exit
84.03, 3, red, Exit
84.03, 1, red, Exit
84.03, 2, red, Exit
84.03, 1, red, Exit
84.03, 4, blue, Exit
84.03, 2, blue, Exit
84.07, 3, red, Exit
84.07, 2, red, Exit
84.07, 1, red, Exit
84.07, 2, red, Exit
84.07, 4, blue, Exit
84.07, 2, blue, Exit
84.10, 3, red, Exit
84.10, 2, red, Exit
84.10, 1, red, Exit
84.10, 2, red, Exit
84.10, 4, blue, Exit
84.10, 2, blue, Exit
84.13, 3, red, Exit
84.13, 2, red, Exit
84.13, 1, red, Exit
84.13, 2, red, Exit
84.13, 4, blue, Exit
84.13, 2, blue, Exit
84.17, 3, red, Exit
84.17, 2, red, Exit
84.17, 1, red, Exit
84.17, 4, blue, Exit
84.17, 2, blue, Exit
84.20, 3, red, Exit
84.20, 2, red, Exit
84.20, 1, red, Exit
84.20, 4, blue, Exit
84.20, 2, blue, Exit
84.23, 3, red, Exit
84.23, 4, red, Exit
84.23, 3, red, Exit
84.23, 2, red, Exit
84.23, 1, red, Exit
84.23, 2, red, Exit
84.23, 4, blue, Exit
84.23, 2, blue, Exit
84.27, 3, red, Exit
84.27, 4, red, Exit
84.27, 3, red, Exit
84.27, 2, red, Exit
84.27, 1, red, Exit
84.27, 4, blue, Exit
84.27, 2, blue, Exit
84.30, 3, red, Exit
84.30, 4, red, Exit
84.30, 3, red, Exit
84.30, 2, red, Exit
84.30, 1, red, Exit
84.30, 4, blue, Exit
84.30, 2, blue, Exit
84.33, 3, red, Exit
84.33, 4, red, Exit
84.33, 3, red, Exit
84.33, 1, red, Exit
84.33, 2, red, Exit
84.33, 4, blue, Exit
84.33, 2, blue, Exit
84.37, 3, red, Exit
84.37, 4, red, Exit
84.37, 3, red, Exit
84.37, 2, red, Exit
84.37, 4, blue, Exit
84.37, 2, blue, Exit
84.40, 3, red, Exit
84.40, 2, red, Exit
84.40, 4, blue, Exit
84.40, 2, blue, Exit
84.43, 3, red, Exit
84.43, 2, red, Exit
84.43, 1, red, Exit
84.43, 4, blue, Exit
84.43, 2, blue, Exit
84.47, 3, red, Exit
84.47, 4, red, Exit
84.47, 2, red, Exit
84.47, 1, red, Exit
84.47, 4, blue, Exit
84.47, 2, blue, Exit
84.50, 3, red, Exit
84.50, 2, red, Exit
84.50, 1, red, Exit
84.50, 4, blue, Exit
84.50, 2, blue, Exit
84.53, 3, red, Exit
84.53, 2, red, Exit
84.53, 4, blue, Exit
84.53, 2, blue, Exit
84.57, 3, red, Exit
84.57, 2, red, Exit
84.57, 1, red, Exit
84.57, 2, red, Exit
84.57, 4, blue, Exit
84.57, 2, blue, Exit
84.60, 3, red, Exit
84.60, 2, red, Exit
84.60, 1, red, Exit
84.60, 2, red, Exit
84.60, 4, blue, Exit
84.60, 2, blue, Exit
84.63, 3, red, Exit
84.63, 2, red, Exit
84.63, 1, red, Exit
84.63, 2, red, Exit
84.63, 4, blue, Exit
84.63, 2, blue, Exit
84.67, 3, red, Exit
84.67, 2, red, Exit
84.67, 4, blue, Exit
84.67, 2, blue, Exit
84.70, 3, red, Exit
84.70, 1, red, Exit
84.70, 2, red, Exit
84.70, 1, red, Exit
84.70, 4, blue, Exit
84.70, 2, blue, Exit
84.73, 3, red, Exit
84.73, 2, red, Exit
84.73, 4, blue, Exit
84.73, 2, blue, Exit
84.77, 3, red, Exit
84.77, 2, red, Exit
84.77, 4, blue, Exit
84.77, 2, blue, Exit
84.80, 3, red, Exit
84.80, 2, red, Exit
84.80, 1, red, Exit
84.80, 4, blue, Exit
84.80, 2, blue, Exit
84.83, 3, red, Exit
84.83, 1, red, Exit
84.83, 2, red, Exit
84.83, 1, red, Exit
84.83, 4, blue, Exit
84.83, 2, blue, Exit
84.87, 3, red, Exit
84.87, 1, red, Exit
84.87, 2, red, Exit
84.87, 1, red, Exit
84.87, 2, red, Exit
84.87, 4, blue, Exit
84.87, 2, blue, Exit
84.90, 3, red, Exit
84.90, 2, red, Exit
84.90, 4, blue, Exit
84.90, 2, blue, Exit
84.93, 3, red, Exit
84.93, 2, red, Exit
84.93, 1, red, Exit
84.93, 4, blue, Exit
84.93, 2, blue, Exit
84.97, 3, red, Exit
84.97, 1, red, Exit
84.97, 2, red, Exit
84.97, 1, red, Exit
84.97, 2, red, Exit
84.97, 1, red, Exit
84.97, 2, red, Exit
84.97, 4, blue, Exit
84.97, 2, blue, Exit
85.00, 3, red, Exit
85.00, 1, red, Exit
85.00, 2, red, Exit
85.00, 1, red, Exit
85.00, 2, red, Exit
85.00, 1, red, Exit
85.00, 2, red, Exit
85.00, 4, blue, Exit
85.00, 2, blue, Exit
85.03, 3, red, Exit
85.03, 4, red, Exit
85.03, 3, red, Exit
85.03, 2, red, Exit
85.03, 1, red, Exit
85.03, 2, red, Exit
85.03, 4, blue, Exit
85.03, 2, blue, Exit
85.07, 3, red, Exit
85.07, 2, red, Exit
85.07, 1, red, Exit
85.07, 4, blue, Exit
85.07, 2, blue, Exit
85.10, 3, red, Exit
85.10, 2, red, Exit
85.10, 1, red, Exit
85.10, 2, red, Exit
85.10, 4, blue, Exit
85.10, 2, blue, Exit
85.13, 3, red, Exit
85.13, 4, red, Exit
85.13, 3, red, Exit
85.13, 2, red, Exit
85.13, 1, red, Exit
85.13, 4, blue, Exit
85.13, 2, blue, Exit
85.17, 4, red, Exit
85.17, 3, red, Exit
85.17, 4, red, Exit
85.17, 3, red, Exit
85.17, 2, red, Exit
85.17, 1, red, Exit
85.17, 4, blue, Exit
85.17, 2, blue, Exit
85.20, 4, red, Exit
85.20, 3, red, Exit
85.20, 2, red, Exit
85.20, 1, red, Exit
85.20, 2, red, Exit
85.20, 4, blue, Exit
85.20, 2, blue, Exit
85.23, 4, red, Exit
85.23, 3, red, Exit
85.23, 2, red, Exit
85.23, 4, blue, Exit
85.23, 2, blue, Exit
85.27, 4, red, Exit
85.27, 3, red, Exit
85.27, 2, red, Exit
85.27, 4, blue, Exit
85.27, 2, blue, Exit
85.30, 3, red, Exit
85.30, 4, red, Exit
85.30, 3, red, Exit
85.30, 2, red, Exit
85.30, 4, blue, Exit
85.30, 2, blue, Exit
85.33, 3, red, Exit
85.33, 4, red, Exit
85.33, 3, red, Exit
85.33, 2, red, Exit
85.33, 4, blue, Exit
85.33, 2, blue, Exit
85.37, 3, red, Exit
85.37, 2, red, Exit
85.37, 1, red, Exit
85.37, 4, blue, Exit
85.37, 2, blue, Exit
85.40, 3, red, Exit
85.40, 2, red, Exit
85.40, 1, red, Exit
85.40, 4, blue, Exit
85.40, 2, blue, Exit
85.43, 3, red, Exit
85.43, 2, red, Exit
85.43, 1, red, Exit
85.43, 4, blue, Exit
85.43, 2, blue, Exit
85.47, 3, red, Exit
85.47, 2, red, Exit
85.47, 1, red, Exit
85.47, 2, red, Exit
85.47, 4, blue, Exit
85.47, 2, blue, Exit
85.50, 3, red, Exit
85.50, 2, red, Exit
85.50, 1, red, Exit
85.50, 2, red, Exit
85.50, 4, blue, Exit
85.50, 2, blue, Exit
85.53, 3, red, Exit
85.53, 2, red, Exit
85.53, 1, red, Exit
85.53, 2, red, Exit
85.53, 4, blue, Exit
85.53, 2, blue, Exit
85.57, 3, red, Exit
85.57, 2, red, Exit
85.57, 1, red, Exit
85.57, 4, blue, Exit
85.57, 2, blue, Exit
85.60, 3, red, Exit
85.60, 2, red, Exit
85.60, 1, red, Exit
85.60, 2, red, Exit
85.60, 4, blue, Exit
85.60, 2, blue, Exit
85.63, 3, red, Exit
85.63, 4, red, Exit
85.63, 3, red, Exit
85.63, 2, red, Exit
85.63, 1, red, Exit
85.63, 4, blue, Exit
85.63, 2, blue, Exit
85.67, 4, red, Exit
85.67, 3, red, Exit
85.67, 4, red, Exit
85.67, 3, red, Exit
85.67, 2, red, Exit
85.67, 4, blue, Exit
85.67, 2, blue, Exit
85.70, 4, red, Exit
85.70, 3, red, Exit
85.70, 2, red, Exit
85.70, 4, blue, Exit
85.70, 2, blue, Exit
85.73, 4, red, Exit
85.73, 3, red, Exit
85.73, 2, red, Exit
85.73, 1, red, Exit
85.73, 2, red, Exit
85.73, 4, blue, Exit
85.73, 2, blue, Exit
85.77, 4, red, Exit
85.77, 3, red, Exit
85.77, 2, red, Exit
85.77, 1, red, Exit
85.77, 4, blue, Exit
85.77, 2, blue, Exit
85.80, 4, red, Exit
85.80, 3, red, Exit
85.80, 4, red, Exit
85.80, 3, red, Exit
85.80, 2, red, Exit
85.80, 1, red, Exit
85.80, 2, red, Exit
85.80, 4, blue, Exit
85.80, 2, blue, Exit
85.83, 3, red, Exit
85.83, 2, red, Exit
85.83, 1, red, Exit
85.83, 2, red, Exit
85.83, 4, blue, Exit
85.83, 2, blue, Exit
85.87, 4, red, Exit
85.87, 3, red, Exit
85.87, 2, red, Exit
85.87, 1, red, Exit
85.87, 2, red, Exit
85.87, 4, blue, Exit
85.87, 2, blue, Exit
85.90, 4, red, Exit
85.90, 3, red, Exit
85.90, 4, red, Exit
85.90, 3, red, Exit
85.90, 2, red, Exit
85.90, 1, red, Exit
85.90, 2, red, Exit
85.90, 4, blue, Exit
85.90, 2, blue, Exit
85.93, 3, red, Exit
85.93, 4, red, Exit
85.93, 3, red, Exit
85.93, 2, red, Exit
85.93, 1, red, Exit
85.93, 4, blue, Exit
85.93, 2, blue, Exit
85.97, 4, red, Exit
85.97, 3, red, Exit
85.97, 2, red, Exit
85.97, 1, red, Exit
85.97, 4, blue, Exit
85.97, 2, blue, Exit
86.00, 4, red, Exit
86.00, 3, red, Exit
86.00, 4, red, Exit
86.00, 3, red, Exit
86.00, 2, red, Exit
86.00, 1, red, Exit
86.00, 2, red, Exit
86.00, 4, blue, Exit
86.00, 2, blue, Exit
86.03, 3, red, Exit
86.03, 4, red, Exit
86.03, 3, red, Exit
86.03, 2, red, Exit
86.03, 1, red, Exit
86.03, 2, red, Exit
86.03, 4, blue, Exit
86.03, 2, blue, Exit
86.07, 3, red, Exit
86.07, 4, red, Exit
86.07, 3, red, Exit
86.07, 2, red, Exit
86.07, 1, red, Exit
86.07, 2, red, Exit
86.07, 4, blue, Exit
86.07, 2, blue, Exit
86.10, 3, red, Exit
86.10, 4, red, Exit
86.10, 3, red, Exit
86.10, 1, red, Exit
86.10, 2, red, Exit
86.10, 4, blue, Exit
86.10, 2, blue, Exit
86.13, 3, red, Exit
86.13, 4, red, Exit
86.13, 3, red, Exit
86.13, 4, red, Exit
86.13, 3, red, Exit
86.13, 2, red, Exit
86.13, 1, red, Exit
86.13, 2, red, Exit
86.13, 4, blue, Exit
86.13, 2, blue, Exit
86.17, 4, red, Exit
86.17, 3, red, Exit
86.17, 2, red, Exit
86.17, 1, red, Exit
86.17, 2, red, Exit
86.17, 4, blue, Exit
86.17, 2, blue, Exit
86.20, 4, red, Exit
86.20, 3, red, Exit
86.20, 2, red, Exit
86.20, 1, red, Exit
86.20, 2, red, Exit
86.20, 4, blue, Exit
86.20, 2, blue, Exit
86.23, 4, red, Exit
86.23, 3, red, Exit
86.23, 2, red, Exit
86.23, 1, red, Exit
86.23, 2, red, Exit
86.23, 1, red, Exit
86.23, 2, red, Exit
86.23, 4, blue, Exit
86.23, 2, blue, Exit
86.27, 3, red, Exit
86.27, 4, red, Exit
86.27, 3, red, Exit
86.27, 2, red, Exit
86.27, 1, red, Exit
86.27, 4, blue, Exit
86.27, 2, blue, Exit
86.30, 4, red, Exit
86.30, 3, red, Exit
86.30, 2, red, Exit
86.30, 1, red, Exit
86.30, 4, blue, Exit
86.30, 2, blue, Exit
86.33, 4, red, Exit
86.33, 3, red, Exit
86.33, 4, red, Exit
86.33, 3, red, Exit
86.33, 2, red, Exit
86.33, 1, red, Exit
86.33, 2, red, Exit
86.33, 4, blue, Exit
86.33, 2, blue, Exit
86.37, 4, red, Exit
86.37, 3, red, Exit
86.37, 4, red, Exit
86.37, 3, red, Exit
86.37, 4, red, Exit
86.37, 3, red, Exit
86.37, 2, red, Exit
86.37, 1, red, Exit
86.37, 4, blue, Exit
86.37, 2, blue, Exit
86.40, 3, red, Exit
86.40, 4, red, Exit
86.40, 3, red, Exit
86.40, 1, red, Exit
86.40, 2, red, Exit
86.40, 4, blue, Exit
86.40, 2, blue, Exit
86.43, 3, red, Exit
86.43, 4, red, Exit
86.43, 3, red, Exit
86.43, 1, red, Exit
86.43, 4, blue, Exit
86.43, 2, blue, Exit
86.47, 4, red, Exit
86.47, 3, red, Exit
86.47, 2, red, Exit
86.47, 1, red, Exit
86.47, 4, blue, Exit
86.47, 2, blue, Exit
86.50, 3, red, Exit
86.50, 1, red, Exit
86.50, 4, blue, Exit
86.50, 2, blue, Exit
86.53, 3, red, Exit
86.53, 1, red, Exit
86.53, 4, blue, Exit
86.53, 2, blue, Exit
86.57, 3, red, Exit
86.57, 2, red, Exit
86.57, 4, blue, Exit
86.57, 2, blue, Exit
86.60, 3, red, Exit
86.60, 4, red, Exit
86.60, 3, red, Exit
86.60, 2, red, Exit
86.60, 4, blue, Exit
86.60, 2, blue, Exit
86.63, 3, red, Exit
86.63, 4, red, Exit
86.63, 3, red, Exit
